id,body_part,equipment,gif_url,name,target
302,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0302.gif,"dumbbell decline fly",pectorals
303,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0303.gif,"dumbbell decline hammer press",pectorals
304,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0304.gif,"dumbbell decline shrug v. 2",traps
305,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0305.gif,"dumbbell decline shrug",traps
306,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0306.gif,"dumbbell decline triceps extension",triceps
307,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0307.gif,"dumbbell decline twist fly",pectorals
308,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0308.gif,"dumbbell fly",pectorals
309,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0309.gif,"dumbbell front raise v. 2",delts
310,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0310.gif,"dumbbell front raise",delts
311,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0311.gif,"dumbbell full can lateral raise",delts
312,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0312.gif,"dumbbell hammer curl v. 2",biceps
313,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0313.gif,"dumbbell hammer curl",biceps
314,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0314.gif,"dumbbell incline bench press",pectorals
315,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0315.gif,"dumbbell incline biceps curl",biceps
316,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0316.gif,"dumbbell incline breeding",pectorals
317,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0317.gif,"dumbbell incline curl v. 2",biceps
318,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0318.gif,"dumbbell incline curl",biceps
319,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0319.gif,"dumbbell incline fly",pectorals
320,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0320.gif,"dumbbell incline hammer curl",biceps
321,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0321.gif,"dumbbell incline hammer press",pectorals
322,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0322.gif,"dumbbell incline inner biceps curl",biceps
323,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0323.gif,"dumbbell incline one arm lateral raise",delts
324,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0324.gif,"dumbbell incline palm-in press",pectorals
325,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0325.gif,"dumbbell incline raise",delts
326,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0326.gif,"dumbbell incline rear lateral raise",delts
327,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0327.gif,"dumbbell incline row","upper back"
328,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0328.gif,"dumbbell incline shoulder raise","serratus anterior"
329,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0329.gif,"dumbbell incline shrug",traps
330,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0330.gif,"dumbbell incline triceps extension",triceps
331,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0331.gif,"dumbbell incline twisted flyes",pectorals
332,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0332.gif,"dumbbell iron cross",delts
333,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0333.gif,"dumbbell kickback",triceps
334,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0334.gif,"dumbbell lateral raise",delts
335,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0335.gif,"dumbbell lateral to front raise",delts
336,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0336.gif,"dumbbell lunge",glutes
337,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0337.gif,"dumbbell lying  extension (across face)",triceps
338,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0338.gif,"dumbbell lying elbow press",triceps
339,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0339.gif,"dumbbell lying femoral",hamstrings
340,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0340.gif,"dumbbell lying hammer press",pectorals
341,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0341.gif,"dumbbell lying one arm deltoid rear",delts
342,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0342.gif,"dumbbell lying one arm press v. 2",pectorals
343,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0343.gif,"dumbbell lying one arm press",pectorals
344,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0344.gif,"dumbbell lying one arm pronated triceps extension",triceps
345,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0345.gif,"dumbbell lying one arm rear lateral raise",delts
346,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0346.gif,"dumbbell lying one arm supinated triceps extension",triceps
347,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0347.gif,"dumbbell lying pronation",forearms
348,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0348.gif,"dumbbell lying rear lateral raise",delts
349,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0349.gif,"dumbbell lying supination",forearms
350,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0350.gif,"dumbbell lying supine curl",biceps
351,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0351.gif,"dumbbell lying triceps extension",triceps
352,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0352.gif,"dumbbell neutral grip bench press",triceps
353,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0353.gif,"dumbbell one arm concetration curl (on stability ball)",biceps
354,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0354.gif,"dumbbell one arm kickback",triceps
355,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0355.gif,"dumbbell one arm lateral raise",delts
356,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0356.gif,"dumbbell one arm lateral raise with support",delts
358,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0358.gif,"dumbbell one arm revers wrist curl",forearms
359,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0359.gif,"dumbbell one arm reverse fly (with support)",delts
360,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0360.gif,"dumbbell one arm shoulder press v. 2",delts
361,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0361.gif,"dumbbell one arm shoulder press",delts
362,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0362.gif,"dumbbell one arm triceps extension (on bench)",triceps
363,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0363.gif,"dumbbell one arm upright row",delts
364,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0364.gif,"dumbbell one arm wrist curl",forearms
365,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0365.gif,"dumbbell over bench neutral wrist curl",biceps
366,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0366.gif,"dumbbell over bench one arm  neutral wrist curl",biceps
367,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0367.gif,"dumbbell over bench one arm wrist curl",forearms
368,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0368.gif,"dumbbell over bench revers wrist curl",forearms
369,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0369.gif,"dumbbell over bench wrist curl",forearms
370,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0370.gif,"dumbbell peacher hammer curl",biceps
371,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0371.gif,"dumbbell plyo squat",glutes
372,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0372.gif,"dumbbell preacher curl",biceps
373,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0373.gif,"dumbbell pronate-grip triceps extension",triceps
374,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0374.gif,"dumbbell prone incline curl",biceps
375,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0375.gif,"dumbbell pullover",pectorals
376,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0376.gif,"dumbbell raise",delts
377,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0377.gif,"dumbbell rear delt row_shoulder",delts
378,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0378.gif,"dumbbell rear fly",delts
379,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0379.gif,"dumbbell rear lateral raise (support head)",delts
380,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0380.gif,"dumbbell rear lateral raise",delts
381,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0381.gif,"dumbbell rear lunge",glutes
382,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0382.gif,"dumbbell revers grip biceps curl",biceps
383,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0383.gif,"dumbbell reverse fly",delts
384,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0384.gif,"dumbbell reverse preacher curl",biceps
385,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0385.gif,"dumbbell reverse wrist curl",forearms
386,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0386.gif,"dumbbell rotation reverse fly",delts
387,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0387.gif,"dumbbell seated alternate front raise",delts
388,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0388.gif,"dumbbell seated alternate press",delts
389,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0389.gif,"dumbbell seated bench extension",triceps
390,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0390.gif,"dumbbell seated biceps curl (on stability ball)",biceps
391,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0391.gif,"dumbbell seated curl",biceps
392,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0392.gif,"dumbbell seated front raise",delts
393,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0393.gif,"dumbbell seated inner biceps curl",biceps
394,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0394.gif,"dumbbell seated kickback",triceps
395,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0395.gif,"dumbbell seated lateral raise v. 2",delts
396,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0396.gif,"dumbbell seated lateral raise",delts
397,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0397.gif,"dumbbell seated neutral wrist curl",biceps
398,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0398.gif,"dumbbell seated one arm kickback",triceps
399,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0399.gif,"dumbbell seated one arm rotate",forearms
400,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0400.gif,"dumbbell seated one leg calf raise",calves
401,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0401.gif,"dumbbell seated palms up wrist curl",forearms
402,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0402.gif,"dumbbell seated preacher curl",biceps
403,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0403.gif,"dumbbell seated revers grip concentration curl",biceps
404,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0404.gif,"dumbbell seated shoulder press (parallel grip)",delts
405,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0405.gif,"dumbbell seated shoulder press",delts
406,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0406.gif,"dumbbell shrug",traps
407,waist,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0407.gif,"dumbbell side bend",abs
408,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0408.gif,"dumbbell side lying one hand raise",delts
409,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0409.gif,"dumbbell single leg calf raise",calves
410,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0410.gif,"dumbbell single leg split squat",quads
411,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0411.gif,"dumbbell single leg squat",glutes
413,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0413.gif,"dumbbell squat",glutes
414,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0414.gif,"dumbbell standing alternate overhead press",delts
415,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0415.gif,"dumbbell standing alternate raise",delts
416,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0416.gif,"dumbbell standing biceps curl",biceps
417,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0417.gif,"dumbbell standing calf raise",calves
418,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0418.gif,"dumbbell standing concentration curl",biceps
419,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0419.gif,"dumbbell standing front raise above head",delts
420,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0420.gif,"dumbbell standing kickback",triceps
421,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0421.gif,"dumbbell standing one arm concentration curl",biceps
422,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0422.gif,"dumbbell standing one arm curl (over incline bench)",biceps
423,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0423.gif,"dumbbell standing one arm extension",triceps
424,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0424.gif,"dumbbell standing one arm palm in press",delts
425,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0425.gif,"dumbbell standing one arm reverse curl",biceps
426,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0426.gif,"dumbbell standing overhead press",delts
427,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0427.gif,"dumbbell standing palms in press",delts
428,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0428.gif,"dumbbell standing preacher curl",biceps
429,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0429.gif,"dumbbell standing reverse curl",biceps
430,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0430.gif,"dumbbell standing triceps extension",triceps
431,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0431.gif,"dumbbell step-up",glutes
432,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0432.gif,"dumbbell stiff leg deadlift",glutes
433,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0433.gif,"dumbbell straight arm pullover",pectorals
434,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0434.gif,"dumbbell straight leg deadlift",glutes
436,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0436.gif,"dumbbell tate press",triceps
437,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0437.gif,"dumbbell upright row",delts
438,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0438.gif,"dumbbell w-press",delts
439,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0439.gif,"dumbbell zottman curl",biceps
443,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0443.gif,elbow-to-knee,abs
445,shoulders,"ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0445.gif,"ez barbell anti gravity press",delts
446,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0446.gif,"ez barbell close-grip curl",biceps
447,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0447.gif,"ez barbell curl",biceps
448,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0448.gif,"ez barbell decline close grip face press",triceps
449,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0449.gif,"ez barbell incline triceps extension",triceps
450,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0450.gif,"ez barbell jm bench press",triceps
451,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0451.gif,"ez barbell reverse grip curl",biceps
452,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0452.gif,"ez barbell reverse grip preacher curl",biceps
453,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0453.gif,"ez barbell seated triceps extension",triceps
454,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/0454.gif,"ez barbell spider curl",biceps
455,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0455.gif,"finger curls",forearms
456,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0456.gif,"flexion leg sit up (bent knee)",abs
457,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0457.gif,"flexion leg sit up (straight arm)",abs
458,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0458.gif,"floor fly (with barbell)",pectorals
459,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0459.gif,"flutter kicks",glutes
464,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0464.gif,"front plank with twist",abs
466,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0466.gif,"gironda sternum chin",lats
467,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0467.gif,"gorilla chin",abs
469,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0469.gif,"groin crunch",abs
471,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0471.gif,"handstand push-up",triceps
472,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0472.gif,"hanging leg raise",abs
473,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0473.gif,"hanging pike",abs
474,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0474.gif,"hanging straight leg hip raise",abs
475,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0475.gif,"hanging straight leg raise",abs
476,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0476.gif,"hanging straight twisting leg hip raise",abs
484,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0484.gif,"hip raise (bent knee)",abs
488,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0488.gif,"hyperextension (on bench)",spine
489,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0489.gif,hyperextension,spine
490,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0490.gif,"incline close-grip push-up",triceps
491,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0491.gif,"incline leg hip raise (leg straight)",abs
492,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0492.gif,"incline push up depth jump",pectorals
493,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0493.gif,"incline push-up",pectorals
494,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0494.gif,"incline reverse grip push-up",pectorals
495,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0495.gif,"incline twisting sit-up",abs
496,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0496.gif,"inverse leg curl (bench support)",hamstrings
497,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0497.gif,"inverted row v. 2","upper back"
498,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0498.gif,"inverted row with straps","upper back"
499,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0499.gif,"inverted row","upper back"
500,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0500.gif,"isometric wipers",pectorals
501,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0501.gif,"jack burpee","cardiovascular system"
507,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0507.gif,"jackknife sit-up",abs
508,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0508.gif,"janda sit-up",abs
513,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0513.gif,"jump squat v. 2",glutes
514,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0514.gif,"jump squat",glutes
517,waist,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0517.gif,"kettlebell advanced windmill",abs
518,"lower arms",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0518.gif,"kettlebell alternating hang clean",forearms
519,chest,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0519.gif,"kettlebell alternating press on floor",pectorals
520,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0520.gif,"kettlebell alternating press",delts
521,back,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0521.gif,"kettlebell alternating renegade row","upper back"
522,back,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0522.gif,"kettlebell alternating row","upper back"
523,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0523.gif,"kettlebell arnold press",delts
524,waist,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0524.gif,"kettlebell bent press",abs
525,"upper arms",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0525.gif,"kettlebell bottoms up clean from the hang position",biceps
526,"upper arms",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0526.gif,"kettlebell double alternating hang clean",biceps
527,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0527.gif,"kettlebell double jerk",delts
528,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0528.gif,"kettlebell double push press",delts
529,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0529.gif,"kettlebell double snatch",delts
530,waist,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0530.gif,"kettlebell double windmill",abs
531,chest,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0531.gif,"kettlebell extended range one arm press on floor",pectorals
532,waist,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0532.gif,"kettlebell figure 8",abs
533,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0533.gif,"kettlebell front squat",glutes
534,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0534.gif,"kettlebell goblet squat",glutes
535,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0535.gif,"kettlebell hang clean",hamstrings
536,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0536.gif,"kettlebell lunge pass through",glutes
537,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0537.gif,"kettlebell one arm clean and jerk",delts
538,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0538.gif,"kettlebell one arm jerk",delts
539,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0539.gif,"kettlebell one arm military press to the side",delts
540,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0540.gif,"kettlebell one arm push press",delts
541,back,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0541.gif,"kettlebell one arm row","upper back"
542,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0542.gif,"kettlebell one arm snatch",delts
543,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0543.gif,"kettlebell pirate supper legs",delts
544,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0544.gif,"kettlebell pistol squat",glutes
545,chest,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0545.gif,"kettlebell plyo push-up",pectorals
546,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0546.gif,"kettlebell seated press",delts
547,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0547.gif,"kettlebell seesaw press",delts
548,back,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0548.gif,"kettlebell sumo high pull",traps
549,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0549.gif,"kettlebell swing",glutes
550,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0550.gif,"kettlebell thruster",delts
551,"upper legs",kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0551.gif,"kettlebell turkish get up (squat style)",glutes
552,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0552.gif,"kettlebell two arm clean",delts
553,shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0553.gif,"kettlebell two arm military press",delts
554,waist,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0554.gif,"kettlebell windmill",abs
555,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0555.gif,"kick out sit",hamstrings
558,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0558.gif,"kipping muscle up",lats
562,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0562.gif,"landmine 180",abs
570,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0570.gif,"leg pull in flat bench",abs
571,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0571.gif,"lever alternating narrow grip seated row ","upper back"
572,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0572.gif,"lever assisted chin-up",lats
573,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0573.gif,"lever back extension",spine
574,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0574.gif,"lever bent over row ","upper back"
575,"upper arms","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0575.gif,"lever bicep curl",biceps
576,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0576.gif,"lever chest press ",pectorals
577,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0577.gif,"lever chest press",pectorals
578,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0578.gif,"lever deadlift ",glutes
579,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0579.gif,"lever front pulldown",lats
580,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0580.gif,"lever gripless shrug",traps
581,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0581.gif,"lever high row ","upper back"
582,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0582.gif,"lever kneeling leg curl ",hamstrings
583,waist,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0583.gif,"lever kneeling twist",abs
584,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0584.gif,"lever lateral raise",delts
585,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0585.gif,"lever leg extension",quads
586,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0586.gif,"lever lying leg curl",hamstrings
587,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0587.gif,"lever military press ",delts
588,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0588.gif,"lever narrow grip seated row ","upper back"
