id,body_part,equipment,gif_url,name,target
2355,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2355.gif,"arm slingers hanging bent knee legs",abs
2363,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2363.gif,"wide-grip chest dip on high parallel bars",pectorals
2364,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/2364.gif,"assisted wide-grip chest dip (kneeling)",pectorals
2368,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/2368.gif,"split squats",quads
2371,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/2371.gif,"weighted russian twist v. 2",abs
2397,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2397.gif,"dumbbell scott press",delts
2398,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/2398.gif,"close-grip push-up (on knees)",triceps
2399,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/2399.gif,"cable seated twist",abs
2400,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/2400.gif,"inverse leg curl (on pull-up cable machine)",hamstrings
2401,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2401.gif,"dumbbell biceps curl (with arm blaster)",biceps
2402,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2402.gif,"dumbbell hammer curls (with arm blaster)",biceps
2403,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2403.gif,"dumbbell alternate biceps curl (with arm blaster)",biceps
2404,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/2404.gif,"ez-bar biceps curl (with arm blaster)",biceps
2405,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/2405.gif,"cable triceps pushdown (v-bar) (with arm blaster)",triceps
2406,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/2406.gif,"cable reverse grip triceps pushdown (sz-bar) (with arm blaster)",triceps
2407,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/2407.gif,"barbell biceps curl (with arm blaster)",biceps
2414,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/2414.gif,"barbell standing concentration curl",biceps
2429,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2429.gif,"frog crunch",abs
2432,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/2432.gif,"ez-bar close-grip bench press",triceps
2459,"upper legs",tire,http://d205bpvrqc9yn1.cloudfront.net/2459.gif,"tire flip",glutes
2462,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2462.gif,"chest dip on straight bar",pectorals
2464,back,cable,http://d205bpvrqc9yn1.cloudfront.net/2464.gif,"cable thibaudeau kayak row",lats
2466,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2466.gif,"bridge - mountain climber (cross body)",abs
2470,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2470.gif,"dumbbell lying on floor rear delt raise",delts
2567,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/2567.gif,"seated piriformis stretch",glutes
2571,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/2571.gif,"rocking frog stretch",glutes
2611,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/2611.gif,"lever horizontal one leg press",glutes
2612,cardio,rope,http://d205bpvrqc9yn1.cloudfront.net/2612.gif,"jump rope","cardiovascular system"
2616,back,cable,http://d205bpvrqc9yn1.cloudfront.net/2616.gif,"cable lateral pulldown with v-bar",lats
2705,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2705.gif,"dumbbell lying pronation on floor",forearms
2706,"lower arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2706.gif,"dumbbell lying supination on floor",forearms
2736,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/2736.gif,"lever reverse grip lateral pulldown ",lats
2741,"upper arms","ez barbell",http://d205bpvrqc9yn1.cloudfront.net/2741.gif,"ez-barbell standing wide grip biceps curl",biceps
2796,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2796.gif,"dumbbell step-up lunge",quads
2798,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/2798.gif,"barbell squat jump step rear lunge",quads
2799,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/2799.gif,"barbell sitted alternate leg raise",abs
2800,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/2800.gif,"barbell sitted alternate leg raise (female)",abs
2801,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2801.gif,"twisted leg raise (female)",abs
2802,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2802.gif,"twisted leg raise",abs
2803,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2803.gif,"dumbbell supported squat",quads
2805,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2805.gif,"dumbbell single leg deadlift with stepbox support",glutes
2808,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2808.gif,"dumbbell sumo pull through",glutes
2810,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/2810.gif,"barbell split squat v. 2",quads
2812,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2812.gif,"dumbbell step-up split squat",quads
2963,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/2963.gif,"captains chair straight leg raise",abs
2987,back,weighted,http://d205bpvrqc9yn1.cloudfront.net/2987.gif,"weighted close grip chin-up on dip cage",lats
3006,"upper legs","resistance band",http://d205bpvrqc9yn1.cloudfront.net/3006.gif,"resistance band seated hip abduction",abductors
3007,"upper legs","resistance band",http://d205bpvrqc9yn1.cloudfront.net/3007.gif,"resistance band leg extension",quads
3010,back,"ez barbell",http://d205bpvrqc9yn1.cloudfront.net/3010.gif,"ez bar lying bent arms pullover",lats
3011,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3011.gif,"incline scapula push up","serratus anterior"
3012,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3012.gif,"scapula dips",traps
3013,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3013.gif,"low glute bridge on floor",glutes
3016,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3016.gif,curl-up,abs
3017,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/3017.gif,"barbell pendlay row","upper back"
3019,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3019.gif,"bench pull-ups",lats
3021,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3021.gif,"scapula push-up","serratus anterior"
3116,back,band,http://d205bpvrqc9yn1.cloudfront.net/3116.gif,"band fixed back underhand pulldown",lats
3117,back,band,http://d205bpvrqc9yn1.cloudfront.net/3117.gif,"band fixed back close grip pulldown",lats
3119,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3119.gif,"potty squat",abs
3122,shoulders,"resistance band",http://d205bpvrqc9yn1.cloudfront.net/3122.gif,"resistance band seated shoulder press",delts
3123,"upper arms","resistance band",http://d205bpvrqc9yn1.cloudfront.net/3123.gif,"resistance band seated biceps curl",biceps
3124,chest,"resistance band",http://d205bpvrqc9yn1.cloudfront.net/3124.gif,"resistance band seated chest press",pectorals
3132,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3132.gif,"potty squat with support",glutes
3142,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/3142.gif,"smith sumo squat",glutes
3144,back,"resistance band",http://d205bpvrqc9yn1.cloudfront.net/3144.gif,"resistance band seated straight back row","upper back"
3145,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3145.gif,"push-up plus",pectorals
3147,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3147.gif,"pelvic tilt",abs
3156,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3156.gif,"bodyweight standing close-grip one arm row","upper back"
3158,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3158.gif,"bodyweight standing close-grip row","upper back"
3161,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3161.gif,"bodyweight standing one arm row (with towel)","upper back"
3162,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3162.gif,"bodyweight standing one arm row","upper back"
3165,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3165.gif,"bodyweight standing row (with towel)","upper back"
3166,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3166.gif,"bodyweight standing row","upper back"
3167,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3167.gif,"bodyweight squatting row (with towel)","upper back"
3168,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3168.gif,"bodyweight squatting row","upper back"
3193,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3193.gif,"glute-ham raise",hamstrings
3194,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/3194.gif,"frankenstein squat",glutes
3195,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/3195.gif,"lever lying two-one leg curl",hamstrings
3200,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/3200.gif,"lever bent-over row with v-bar ","upper back"
3201,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3201.gif,"quarter sit-up",abs
3202,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3202.gif,"half sit-up (male)",abs
3203,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3203.gif,"prisoner half sit-up (male)",abs
3204,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3204.gif,"arms overhead full sit-up (male)",abs
3211,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3211.gif,"kneeling push-up (male)",pectorals
3212,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3212.gif,"basic toe touch (male)",glutes
3213,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3213.gif,"side-to-side toe touch (male)",abs
3214,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3214.gif,"arms apart circular toe touch (male)",glutes
3215,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3215.gif,"hands reversed clasped circular toe touch (male)",glutes
3216,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3216.gif,"chest tap push-up (male)",pectorals
3217,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3217.gif,"modified hindu push-up (male)",pectorals
3218,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3218.gif,"hands clasped circular toe touch (male)",glutes
3219,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3219.gif,"scissor jumps (male)","cardiovascular system"
3220,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3220.gif,"astride jumps (male)","cardiovascular system"
3221,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3221.gif,"half knee bends (male)","cardiovascular system"
3222,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3222.gif,"semi squat jump (male)","cardiovascular system"
3223,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3223.gif,"star jump (male)","cardiovascular system"
3224,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3224.gif,"jack jump (male)","cardiovascular system"
3231,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3231.gif,"two toe touch (male)",spine
3234,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3234.gif,"hyght dumbbell fly",pectorals
3235,"upper legs",cable,http://d205bpvrqc9yn1.cloudfront.net/3235.gif,"cable assisted inverse leg curl",hamstrings
3236,"upper legs","resistance band",http://d205bpvrqc9yn1.cloudfront.net/3236.gif,"resistance band hip thrusts on knees (female)",glutes
3237,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/3237.gif,"landmine lateral raise",delts
3239,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3239.gif,"kneeling plank tap shoulder (male)",abs
3240,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3240.gif,"exercise ball on the wall calf raise (tennis ball between knees)",calves
3241,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3241.gif,"exercise ball on the wall calf raise (tennis ball between ankles)",calves
3281,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/3281.gif,"smith full squat",glutes
3286,back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3286.gif,"weighted muscle up",lats
3287,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/3287.gif,"elbow dips",triceps
3288,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3288.gif,"korean dips",pectorals
3289,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/3289.gif,"impossible dips",triceps
3290,back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3290.gif,"weighted one hand pull up",lats
3291,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/3291.gif,"stalder press",triceps
3292,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3292.gif,elevator,"upper back"
3293,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3293.gif,"archer pull up",lats
3294,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3294.gif,"archer push up",pectorals
3295,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3295.gif,"front lever reps","upper back"
3296,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3296.gif,"front lever",abs
3297,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3297.gif,"back lever","upper back"
3298,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3298.gif,"straddle planche",abs
3299,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3299.gif,"full planche",abs
3300,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3300.gif,"lean planche",abs
3301,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3301.gif,"frog planche",abs
3302,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/3302.gif,handstand,triceps
3303,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3303.gif,flag,abs
3304,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3304.gif,"skin the cat","upper back"
3305,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/3305.gif,"barbell thruster",delts
3312,back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3312.gif,"weighted muscle up (on bar)",lats
3313,chest,weighted,http://d205bpvrqc9yn1.cloudfront.net/3313.gif,"weighted straight bar dip",pectorals
3314,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3314.gif,"straddle maltese",abs
3315,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3315.gif,"full maltese",abs
3318,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3318.gif,"swing 360","cardiovascular system"
3327,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3327.gif,"full planche push-up",pectorals
3360,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3360.gif,"bear crawl","cardiovascular system"
3361,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3361.gif,"skater hops","cardiovascular system"
3418,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3418.gif,l-pull-up,lats
3419,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3419.gif,"l-sit on floor",abs
3420,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3420.gif,"v-sit on floor",abs
3433,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3433.gif,"swimmer kicks v. 2 (male)",glutes
3470,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3470.gif,"forward lunge (male)",glutes
3523,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3523.gif,"glute bridge two legs on bench (male)",glutes
3533,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3533.gif,quads,quads
3541,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3541.gif,"dumbbell incline y-raise","upper back"
3542,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3542.gif,"dumbbell incline t-raise",delts
3543,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3543.gif,"bodyweight drop jump squat",glutes
3544,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3544.gif,"bodyweight incline side plank",abs
3545,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3545.gif,"dumbbell incline alternate press",pectorals
3546,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3546.gif,"dumbbell seated alternate shoulder",delts
3547,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3547.gif,"dumbbell seated biceps curl to shoulder press",biceps
3548,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3548.gif,"dumbbell single arm overhead carry",delts
3552,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3552.gif,"quick feet v. 2",quads
3560,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3560.gif,"dumbbell standing alternate hammer curl and press",biceps
3561,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3561.gif,"glute bridge march",glutes
3562,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/3562.gif,"barbell glute bridge two legs on bench (male)",glutes
3563,back,cable,http://d205bpvrqc9yn1.cloudfront.net/3563.gif,"cable one arm pulldown",lats
3582,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3582.gif,"lunge with jump",glutes
3635,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3635.gif,"dumbbell contralateral forward lunge",glutes
3636,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3636.gif,"high knee against wall","cardiovascular system"
3637,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3637.gif,"wheel run","cardiovascular system"
3638,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3638.gif,"push to run","cardiovascular system"
3639,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3639.gif,"bent knee lying twist (male)",glutes
3640,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3640.gif,"knee touch crunch",abs
3641,shoulders,weighted,http://d205bpvrqc9yn1.cloudfront.net/3641.gif,"weighted kneeling step with swing",delts
3642,"upper legs",weighted,http://d205bpvrqc9yn1.cloudfront.net/3642.gif,"weighted stretch lunge",glutes
3643,"upper legs",weighted,http://d205bpvrqc9yn1.cloudfront.net/3643.gif,"weighted cossack squats (male)",glutes
3644,"upper legs",weighted,http://d205bpvrqc9yn1.cloudfront.net/3644.gif,"weighted lunge with swing",glutes
3645,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3645.gif,"single leg bridge with outstretched leg",glutes
3655,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3655.gif,"walking high knees lunge","cardiovascular system"
3656,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3656.gif,"short stride run","cardiovascular system"
3662,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3662.gif,"pike-to-cobra push-up",glutes
3663,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3663.gif,"reverse plank with leg lift",abs
3664,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3664.gif,"dumbbell side plank with rear fly","upper back"
3665,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3665.gif,"power point plank",abs
3666,cardio,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/3666.gif,"walking on incline treadmill","cardiovascular system"
3667,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3667.gif,"side lying hip adduction (male)",adductors
3669,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3669.gif,"standing archer","upper back"
3670,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/3670.gif,"weighted decline sit-up",abs
3671,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3671.gif,"ski step","cardiovascular system"
3672,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3672.gif,"back and forth step","cardiovascular system"
3679,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3679.gif,"sit-up with arms on chest",abs
3697,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/3697.gif,"cable kneeling rear delt row (with rope) (male)",delts
3698,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3698.gif,"inchworm v. 2",abs
3699,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3699.gif,"shoulder tap",abs
3758,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/3758.gif,"lever standing chest press",pectorals
3759,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/3759.gif,"lever seated good morning",glutes
3760,waist,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/3760.gif,"lever seated crunch v. 2",abs
3769,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/3769.gif,"curtsey squat",glutes
3785,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/3785.gif,"incline push-up (on box)",pectorals
3888,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3888.gif,"dumbbell one arm snatch",glutes
5201,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/5201.gif,"dumbbell waiter biceps curl",biceps
